"Line(00081)","15 "," Pharmacy", , , , , , , , ,"15 ","15 "," Pharmacy", , , , , , , , , , ,"15 ","15 "," Pharmacy", , , , , , , , , ,"15 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00082)","16 "," Medical Records & Medical Records Library", , , , , , , , ,"16 ","16 "," Medical Records & Medical Records Library", , , , , , , , , , ,"16 ","16 "," Medical Records & Medical Records Library", , , , , , , , , ,"16 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00083)","17 "," Social Service", , , , , , , , ,"17 ","17 "," Social Service", , , , , , , , , , ,"17 ","17 "," Social Service", , , , , , , , , ,"17 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00084)","18 "," Other General Service (specify)", , , , , , , , ,"18 ","18 "," Other General Service (specify)", , , , , , , , , , ,"18 ","18 "," Other General Service (specify)", , , , , , , , , ,"18 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00085)","19 "," Nonphysician Anesthetists", , , , , , , , ,"19 ","19 "," Nonphysician Anesthetists", , , , , , , , , , ,"19 ","19 "," Nonphysician Anesthetists", ," ", , , , , , , ,"19 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00086)","20 "," Nursing School", , , , , , , , ,"20 ","20 "," Nursing School", , , , , , , , , , ,"20 ","20 "," Nursing School", ," ", , , , , , , ,"20 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00087)","21 "," Intern & Res. Service-Salary & Fringes (Approved)", , , , , , , , ,"21 ","21 "," Intern & Res. Service-Salary & Fringes (Approved)", , , , , , , , , , ,"21 ","21 "," Intern & Res. Service-Salary & Fringes (Approved)", ," "," "," ", , , , , ,"21 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00088)","22 "," Intern & Res. Other Program Costs (Approved)", , , , , , , , ,"22 ","22 "," Intern & Res. Other Program Costs (Approved)", , , , , , , , , , ,"22 ","22 "," Intern & Res. Other Program Costs (Approved)", ," "," "," "," ", , , , ,"22 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00089)","23 "," Paramedical Education Program (specify) ", , , , , , , , ,"23 ","23 "," Paramedical Education Program (specify) ", , , , , , , , , , ,"23 ","23 "," Paramedical Education Program (specify) ", ," "," "," "," "," ", , , ,"23 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00090)", ,"INPATIENT ROUTINE SERVICE COST CENTERS", ," "," "," "," "," "," "," ", , ,"INPATIENT ROUTINE SERVICE COST CENTERS"," "," "," "," "," "," "," "," "," "," ", , ,"INPATIENT ROUTINE SERVICE COST CENTERS"," "," "," "," "," "," "," "," "," ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00091)","30 "," Adults and Pediatrics (General Routine Care)", , , , , , , , ,"30 ","30 "," Adults and Pediatrics (General Routine Care)", , , , , , , , , , ,"30 ","30 "," Adults and Pediatrics (General Routine Care)", ," ", , , , ," "," "," ","30 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00092)","31 "," Intensive Care Unit", , , , , , , , ,"31 ","31 "," Intensive Care Unit", , , , , , , , , , ,"31 ","31 "," Intensive Care Unit", ," ", , , , ," "," "," ","31 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00093)","32 "," Coronary Care Unit", , , , , , , , ,"32 ","32 "," Coronary Care Unit", , , , , , , , , , ,"32 ","32 "," Coronary Care Unit", ," ", , , , ," "," "," ","32 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00094)","33 "," Burn Intensive Care Unit", , , , , , , , ,"33 ","33 "," Burn Intensive Care Unit", , , , , , , , , , ,"33 ","33 "," Burn Intensive Care Unit", ," ", , , , ," "," "," ","33 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00095)","34 "," Surgical Intensive Care Unit", , , , , , , , ,"34 ","34 "," Surgical Intensive Care Unit", , , , , , , , , , ,"34 ","34 "," Surgical Intensive Care Unit", ," ", , , , ," "," "," ","34 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00096)","35 "," Other Special Care Unit (specify)", , , , , , , , ,"35 ","35 "," Other Special Care Unit (specify)", , , , , , , , , , ,"35 ","35 "," Other Special Care Unit (specify)", ," ", , , , ," "," "," ","35 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00097)","40 "," Subprovider IPF", , , , , , , , ,"40 ","40 "," Subprovider IPF", , , , , , , , , , ,"40 ","40 "," Subprovider IPF", ," ", , , , , , , ,"40 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00098)","41 "," Subprovider IRF", , , , , , , , ,"41 ","41 "," Subprovider IRF", , , , , , , , , , ,"41 ","41 "," Subprovider IRF", ," ", , , , , , , ,"41 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00099)","42 "," Subprovider (specify)", , , , , , , , ,"42 ","42 "," Subprovider (specify)", , , , , , , , , , ,"42 ","42 "," Subprovider (specify)", ," ", , , , ," "," "," ","42 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00100)","43 "," Nursery", , , , , , , , ,"43 ","43 "," Nursery", , , , , , , , , , ,"43 ","43 "," Nursery", ," ", , , , ," "," "," ","43 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00101)","44 "," Skilled Nursing Facility", , , , , , , , ,"44 ","44 "," Skilled Nursing Facility", , , , , , , , , , ,"44 ","44 "," Skilled Nursing Facility", ," ", , , , ," "," "," ","44 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00102)","45 "," Nursing Facility", , , , , , , , ,"45 ","45 "," Nursing Facility", , , , , , , , , , ,"45 ","45 "," Nursing Facility", ," ", , , , ," "," "," ","45 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00103)","46 "," Other Long Term Care", , , , , , , , ,"46 ","46 "," Other Long Term Care", , , , , , , , , , ,"46 ","46 "," Other Long Term Care", ," ", , , , ," "," "," ","46 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00104)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00105)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00106)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00107)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00108)","\"FORM CMS-2552-10 (08/2011) (INSTRUCTIONS FOR THIS WORKSHEET ARE PUBLISHED IN CMS PUB. 15-II"," SECTION 4020)\"", , , , , , , , , , ,"\"FORM CMS-2552-10 (08/2011) (INSTRUCTIONS FOR THIS WORKSHEET ARE PUBLISHED IN CMS PUB. 15-II"," SECTION 4020)\"", , , , , , , , , , , , ,"\"FORM CMS-2552-10 (08/2011) (INSTRUCTIONS FOR THIS WORKSHEET ARE PUBLISHED IN CMS PUB. 15-II"," SECTION 4020)\"", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00109)","Rev. 2", , , , , , , , , ,"          40-553","40-556", , , , , , , , , , , ,"Rev. 2","Rev. 2", , , , , , , , , , ,"          40-559", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00110)","4090 (Cont.)", , , ,"FORM CMS-2552-10", , , , , ,"08-11","08-11", , , ,"FORM CMS-2552-10", , , , , , , ,"4090 (Cont.)","4090 (Cont.)", , , ,"FORM CMS-2552-10", , , , , , ,"08-11", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00111)","COST ALLOCATION - STATISTICAL BASIS", , , , ," PROVIDER CCN:", ," PERIOD:", ," WORKSHEET B-1", ,"COST ALLOCATION - STATISTICAL BASIS", , , , , , ," PROVIDER CCN:", ," PERIOD:", ," WORKSHEET B-1", ,"COST ALLOCATION - STATISTICAL BASIS", , , , , ," PROVIDER CCN:", ," PERIOD:", ," WORKSHEET B-1", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00112)", , , , , , , ," FROM ____________", , , , , , , , , , , , ," FROM ____________", , , , , , , , , , , ," FROM ____________", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00113)", , , , , ," ________________", ," TO _______________", ," ", , , , , , , , ," ________________", ," TO _______________", , , , , , , , , ," ________________", ," TO _______________", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00114)", , , ,"CAPITAL RELATED COST", ," ", ,"ADMINIS-","MAIN-", , , , ,"LAUNDRY", , , ,"MAIN-","NURSING","CENTRAL", ,"MEDICAL", , , , , ,"NON-", ,"INTERNS & RESIDENTS", ,"PARA-", ,"INTERN &", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00115)", , , ,"BLDGS. &","MOVABLE","EMPLOYEE", ,"TRATIVE &","TENANCE &","OPERATION", , , ,"& LINEN","HOUSE-", , ,"TENANCE OF","ADMINIS-","SERVICES &", ,"RECORDS &","SOCIAL", , , ,"OTHER","PHYSICIAN","NURSING","SALARY AND","PROGRAM","MEDICAL", ,"RESIDENT ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00116)", , , ,"FIXTURES","EQUIPMENT","BENEFITS", ,"GENERAL","REPAIRS","OF PLANT", , , ,"SERVICE","KEEPING","DIETARY","CAFETERIA","PERSONNEL","TRATION","SUPPLY","PHARMACY","LIBRARY","SERVICE", , , ,"GENERAL","ANES-","SCHOOL","FRINGES","COSTS","EDUCATION", ,"COST & POST", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00117)", ,"COST CENTER DESCRIPTIONS", ,"(SQUARE","(DOLLAR","(GROSS","RECONCIL-","(ACCUM.","(SQUARE","(SQUARE", , ,"COST CENTER DESCRIPTIONS","(POUNDS OF","(HOURS OF","(MEALS","(MEALS","(NUMBER","(DIRECT","(COSTED","(COSTED","(TIME","(TIME", , ,"COST CENTER DESCRIPTIONS","SERVICE","THETISTS","(ASSIGNED","(ASSIGNED","(ASSIGNED","(ASSIGNED", ,"STEPDOWN", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00118)", , , ,"FEET)","VALUE)","SALARIES)","IATION","COST)","FEET)","FEET)", , , ,"LAUNDRY)","SERVICE)","SERVED)","SERVED)","HOUSED)","NURS. HRS)","REQUIS.)","REQUIS.)","SPENT)","SPENT)", , , ,"(SPECIFY)","(ASGND TIME)","TIME)","TIME)","TIME)","TIME)","SUBTOTAL"," ADJUSTMENTS","TOTAL", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00119)", , , ,"1 ","2 ","4 ","5A","5 ","6 ","7 ", , , ,"8 ","9 ","10 ","11 ","12 ","13 ","14 ","15 ","16 ","17 ", , , ,"18 ","19 ","20 ","21 ","22 ","23 ","24 ","25 ","26 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00120)", ,"ANCILLARY SERVICE COST CENTERS", ," "," "," "," "," "," "," ", , ,"ANCILLARY SERVICE COST CENTERS"," "," "," "," "," "," "," "," "," "," ", , ,"ANCILLARY SERVICE COST CENTERS"," "," "," "," "," "," "," "," "," ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00121)","50 "," Operating Room", , , , , , , , ,"50 ","50 "," Operating Room", , , , , , , , , , ,"50 ","50 "," Operating Room", , , , , , ," "," "," ","50 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00122)","51 "," Recovery Room", , , , , , , , ,"51 ","51 "," Recovery Room", , , , , , , , , , ,"51 ","51 "," Recovery Room", , , , , , ," "," "," ","51 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
